"","Name","Birth_Date","Age","Birth_Place","Country","Height","Weight","Association","Class","Fighter_id","NickName","Feet","Inch"
"530","Nathan Coy",1978-07-24,"40","Portland, Oregon","United States",12,"38","American Top Team","Welterweight","Soulforce","Soulforce","5","10"
"531","Mike Pyle",1975-09-18,"43","Las Vegas, Nevada","United States",14,"38","Syndicate MMA","Welterweight","Quicksand","Quicksand","6","0"
"532","Joshua Burkman",1980-10-04,"38","Salt Lake City, Utah","United States",12,"29","The Pit Elevated Fight Team","Lightweight","The People's Warrior","The People's Warrior","5","10"
"533","Justin Scoggins",1992-05-02,"26","Spartanburg, South Carolina","United States",9,"9","Revolution Mixed Martial Arts","Flyweight","Tank","Tank","5","7"
"534","Diego Rivas",1991-11-11,"26","Temuco","Chile",11,"20","Elemental Dojo","Featherweight","Pitbull","Pitbull","5","9"
"535","Ben Rothwell",1981-10-17,"36","Kenosha, Wisconsin","United States",18,"102","Rothwell MMA / LCCT","Heavyweight","character(0)","character(0)","6","4"
"536","Tarec Saffiedine",1986-09-06,"32","Brussels","Belgium",11,"37","Tristar Gym","Welterweight","Sponge","Sponge","5","9"
"537","Rafael Natal",1982-12-25,"35","Belo Horizonte, Minas Gerais","Brazil",14,"50","Renzo Gracie Jiu-Jitsu","Middleweight","Sapo","Sapo","6","0"
"538","Alexander Yakovlev",1984-07-18,"34","St. Petersburg","Russia",15,"38","K Dojo Warrior Tribe","Welterweight","The Thunder of the North","The Thunder of the North","6","1"
"539","Damon Jackson",1988-08-08,"30","Dallas, Texas","United States",13,"29","Fortis MMA","Lightweight","The Leech","The Leech","5","11"
"540","Travis Browne",1982-07-17,"36","Oahu, Hawaii","United States",21,"84","Glendale Fighting Club","Heavyweight","Hapa","Hapa","6","7"
"541","Patrick Cote",1980-02-29,"38","Quebec City, Quebec","Canada",13,"38","BTT Canada","Welterweight","The Predator","The Predator","5","11"
"542","Ed Herman",1980-10-02,"38","Portland, Oregon","United States",16,"57","Trials MMA and Fitness","Light Heavyweight","Short Fuse","Short Fuse","6","2"
"543","Charles Rosa",1986-08-24,"32","Peabody, Massachusetts","United States",12,"20","American Top Team","Featherweight","Boston Strong","Boston Strong","5","10"
"544","Albert Tumenov",1991-12-26,"26","Nalchik, Kabardino-Balkaria","Russia",13,"38","American Top Team","Welterweight","Einstein","Einstein","5","11"
"545","Michael McDonald",1991-01-15,"27","Modesto, California","United States",10,"15","Last Stand Fight Team","Bantamweight","Mayday","Mayday","5","8"
"546","Michinori Tanaka",1990-10-04,"28","Yokohama, Kanagawa","Japan",7,"14","Team Alpha Male Japan","Bantamweight","character(0)","character(0)","5","5"
"547","Sheldon Westcott",1984-08-20,"34","St. Albert, Alberta","Canada",15,"38","Complete Fitness and Martial Arts","Welterweight","character(0)","character(0)","6","1"
"548","Tamdan McCrory",1986-11-05,"31","Binghamton, New York","United States",18,"50","CNY MMA","Middleweight","The Barn Cat","The Barn Cat","6","4"
"549","Cole Miller",1984-04-26,"34","Augusta, Georgia","United States",15,"20","American Top Team","Featherweight","Magrinho","Magrinho","6","1"
"550","Magomed Mustafaev",1988-08-02,"30","Sochi, Krasnodar Krai","Russia",11,"29","Fight Club Berkut / American Top Team","Lightweight","character(0)","character(0)","5","9"
"551","Tatsuya Kawajiri",1978-05-08,"40","Inashiki, Ibaraki","Japan",9,"20","T-Blood","Featherweight","Crusher","Crusher","5","7"
"552","Julian Erosa",1989-07-31,"29","Yakima, Washington","United States",14,"20","Yakima MMA","Featherweight","Juicy J","Juicy J","6","0"
"553","Gabriel Gonzaga",1979-05-18,"39","Rio de Janeiro","Brazil",16,"103","Team Link","Heavyweight","Napao","Napao","6","2"
"554","Geane Herrera",1990-05-27,"28","Tampa, Florida","United States",7,"9","Banks MMA","Flyweight","La Pulga","La Pulga","5","5"
"555","Zubaira Tukhugov",1991-01-15,"27","Grozny, Chechnya","Russia",10,"20","Tiger Muay Thai","Featherweight","Warrior","Warrior","5","8"
"556","Kailin Curran",1991-04-11,"27","Ewa Beach, Hawaii","United States",6,"2","Reign MMA","Strawweight","character(0)","character(0)","5","4"
"557","Dongi Yang",1984-12-07,"33","Seoul","South Korea",13,"50","Team Macho","Middleweight","The Ox","The Ox","5","11"
"558","Mike de la Torre",1986-09-22,"32","San Diego, California","United States",14,"29","Inv1ktus MMA","Lightweight","El Cucuy","El Cucuy","6","0"
"559","Tae Hyun Bang",1983-04-15,"35","Seoul","South Korea",11,"29","Korean Top Team","Lightweight","The Korean Cowboy","The Korean Cowboy","5","9"
"560","Seo Hee Ham",1987-03-08,"31","Busan","South Korea",4,"4","Busan Team MAD","Strawweight","character(0)","character(0)","5","2"
"561","Fredy Serrano",1979-09-22,"39","Bogota","Colombia",4,"9","Octagon MMA Bogota","Flyweight","El Profe","El Profe","5","2"
"562","Dominique Steele",1988-01-25,"30","Cincinnati, Ohio","United States",12,"38","Team Vision","Welterweight","Non-Stop Action Packed","Non-Stop Action Packed","5","10"
"563","Benson Henderson",1983-11-16,"34","Glendale, Arizona","United States",11,"29","MMA Lab","Lightweight","Smooth","Smooth","5","9"
"564","Erick Montano",1985-11-19,"32","Mexico City","Mexico",14,"38","Bonebreakers Team","Welterweight","Perry","Perry","6","0"
"565","Leandro Silva",1985-11-11,"32","Sao Paulo, Sao Paulo","Brazil",11,"29","American Top Team","Lightweight","Buscape","Buscape","5","9"
"566","Alvaro Herrera",1990-05-14,"28","Guadalajara, Jalisco","Mexico",14,"29","UAG MMA","Lightweight","Chango","Chango","6","0"
"567","Jared Rosholt",1986-08-04,"32","Arlington, Texas","United States",16,"80","Team Takedown / Velociti Fitness","Heavyweight","The Big Show","The Big Show","6","2"
"568","Kyle Noke",1980-03-18,"38","Dubbo, New South Wales","Australia",15,"38","Jackson-Wink MMA","Welterweight","KO","KO","6","1"
"569","Danny Martinez",1985-06-14,"33","Tempe, Arizona","United States",7,"9","Alliance MMA","Flyweight","The Gremlin","The Gremlin","5","5"
"570","Richard Walsh",1988-12-01,"29","Sydney, New South Wales","Australia",14,"38","VT1 Martial Arts Academy","Welterweight","Filthy Rich","Filthy Rich","6","0"
"571","James Moontasri",1988-04-10,"30","Los Angeles, California","United States",12,"38","Black House","Welterweight","Moonwalker","Moonwalker","5","10"
"572","Johnny Case",1989-06-28,"29","Jefferson, Iowa","United States",12,"29","MMA Lab","Lightweight","Hollywood","Hollywood","5","10"
"573","Thiago Tavares",1984-11-08,"33","Florianopolis, Santa Catarina","Brazil",9,"20","Team Tavares","Featherweight","character(0)","character(0)","5","7"
"574","Norman Parke",1986-12-22,"31","Bushmills, Antrim","Northern Ireland",13,"29","Next Generation NI / Alliance MMA","Lightweight","Stormin","Stormin","5","11"
"575","Neil Seery",1979-08-30,"39","Dublin, Leinster","Ireland",8,"9","Team Ryano MMA","Flyweight","2 Tap","2 Tap","5","6"
"576","Aisling Daly",1987-12-24,"30","Dublin, Leinster","Ireland",5,"5","SBG Ireland","Strawweight","Ais the Bash","Ais the Bash","5","3"
"577","Garreth McLellan",1982-01-09,"36","Johannesburg, Gauteng","South Africa",15,"50","FightFit Militia","Middleweight","Soldier Boy","Soldier Boy","6","1"
"578","Ruslan Magomedov",1986-11-26,"31","Dagestan","Russia",17,"89","Fight Club Berkut","Heavyweight","Leopard","Leopard","6","3"
"579","Adriano Martins",1982-12-16,"35","Manaus, Amazonas","Brazil",12,"28","Top Life Amazonas / American Top Team","Lightweight","character(0)","character(0)","5","10"
"580","Takeya Mizugaki",1983-12-16,"34","Miura, Kanagawa","Japan",9,"14","Hakkei Gym","Bantamweight","character(0)","character(0)","5","7"
"581","Diego Brandao",1987-05-27,"31","Fortaleza, Ceara","Brazil",9,"20","Jackson-Wink MMA","Featherweight","Ceara","Ceara","5","7"
"582","Tiago dos Santos e Silva",1987-04-12,"31","Almeirim, Para","Brazil",12,"29","Team Nogueira","Lightweight","Trator","Trator","5","10"
"583","Joe Riggs",1982-09-23,"36","Phoenix, Arizona","United States",14,"38","Soul Fighters","Welterweight","Diesel","Diesel","6","0"
"584","Valerie Letourneau",1983-04-29,"35","Montreal, Quebec","Canada",9,"5","American Top Team","Strawweight","Trouble","Trouble","5","7"
"585","Frankie Perez",1989-05-11,"29","Howell, New Jersey","United States",13,"29","Ricardo Almeida Jiu-Jitsu","Lightweight","character(0)","character(0)","5","11"
"586","Chris Kelades",1981-02-21,"37","Cole Harbour, Nova Scotia","Canada",9,"9","Fit Plus","Flyweight","The Greek Assassin","The Greek Assassin","5","7"
"587","Shane Campbell",1988-01-21,"30","Edmonton, Alberta","Canada",14,"29","UFC Gym Edmonton / Toshido Mixed Martial Arts","Lightweight","Shaolin","Shaolin","6","0"
"588","Jonathan Wilson",NA,NA,"San Bernardino, California","United States",16,"57","Millennia MMA / Icon MMA","Light Heavyweight","Johnny Bravo","Johnny Bravo","6","2"
"589","Glaico Franca",1991-02-28,"27","Curitibanos, Santa Catarina","Brazil",14,"38","Astra Fight Team","Welterweight","Brazilian Zombie","Brazilian Zombie","6","0"
"590","Reginaldo Vieira",1982-11-26,"35","Sao Paulo, Sao Paulo","Brazil",9,"14","Peso Pesado Gold Team","Bantamweight","character(0)","character(0)","5","7"
"591","Antonio Silva",1979-09-14,"39","Brasilia, Distrito Federal","Brazil",18,"103","American Top Team","Heavyweight","Bigfoot","Bigfoot","6","4"
"592","Ronda Rousey",1987-02-01,"31","Santa Monica, California","United States",8,"14","Team Hayastan / Glendale Fighting Club","Bantamweight","Rowdy","Rowdy","5","6"
"593","Tom Lawlor",1983-05-15,"35","Fall River, Massachusetts","United States",14,"57","The Jungle MMA","Light Heavyweight","Filthy","Filthy","6","0"
"594","Elizabeth Phillips",1986-08-20,"32","Spokane, Washington","United States",8,"14","SikJitsu","Bantamweight","character(0)","character(0)","5","6"
"595","Patrick Holohan",1988-05-03,"30","Dublin","Ireland",11,"9","SBG Ireland","Flyweight","The Hooligan","The Hooligan","5","9"
"596","Mickael Lebout",1987-08-16,"31","Paris","France",13,"29","Obyfight","Lightweight","Ragnar","Ragnar","5","11"
"597","Robert Whiteford",1983-04-12,"35","Armadale, West Lothian","Scotland",11,"20","Dinky Ninjas / American Top Team","Featherweight","The Hammer","The Hammer","5","9"
"598","Manny Gamburyan",1981-05-08,"37","Los Angeles, California","United States",7,"14","Team Hayastan / Glendale Fighting Club","Bantamweight","The Anvil","The Anvil","5","5"
"599","Sam Sicilia",1986-02-01,"32","Spokane, Washington","United States",10,"20","Sikjitsu","Featherweight","character(0)","character(0)","5","8"
"600","Lyman Good",1985-05-26,"33","New York City, New York","United States",14,"38","Team Tiger Schulmann","Welterweight","Cyborg","Cyborg","6","0"
"601","Frank Mir",1979-05-24,"39","Las Vegas, Nevada","United States",17,"101","Frank Mir Gym","Heavyweight","character(0)","character(0)","6","3"
"602","Maximo Blanco",1983-10-16,"34","Caracas","Venezuela",10,"20","Yoshida Dojo","Featherweight","Maxi","Maxi","5","8"
"603","Josh Samman",1988-03-14,"2016-10-05","Tallahassee, Florida","United States",17,"51","MMA Masters","Middleweight","Anqa","Anqa","6","3"
"604","Jerrod Sanders",1980-10-01,"38","El Reno, Oklahoma","United States",10,"14","American Top Team OKC","Bantamweight","J-Reazie","J-Reazie","5","8"
"605","George Sullivan",1981-03-13,"37","Belmar, New Jersey","United States",14,"37","Pellegrino MMA","Welterweight","The Silencer","The Silencer","6","0"
"606","Willie Gates",1987-01-21,"31","Fontana, California","United States",10,"14","Pinnacle MMA","Bantamweight","character(0)","character(0)","5","8"
"607","John Howard",1983-03-01,"35","Boston, Massachusetts","United States",9,"39","Wai Kru MMA","Welterweight","Doomsday","Doomsday","5","7"
"608","Cody Pfister",1990-07-12,"28","Amarillo, Texas","United States",12,"29","Nick's Fight Club","Lightweight","The Pfist","The Pfist","5","10"
"609","Hacran Dias",1984-05-16,"34","Rio de Janeiro, Rio de Janeiro","Brazil",10,"29","Nova Uniao","Lightweight","Barnabe","Barnabe","5","8"
"610","Tony Sims",1985-10-14,"32","Davenport, Iowa","United States",13,"29","Elevation Fight Team","Lightweight","2.0","2.0","5","11"
"611","Sirwan Kakai",1989-10-03,"29","Gothenburg","Sweden",8,"14","GBG MMA / American Top Team","Bantamweight","Zohan","Zohan","5","6"
"612","Efrain Escudero",1986-01-15,"32","Tempe, Arizona","United States",11,"29","Inv1ktus MMA","Lightweight","Hecho en Mexico","Hecho en Mexico","5","9"
"613","Patrick Williams",1981-09-07,"37","Homestead, Florida","United States",10,"14","Independent","Bantamweight","The Animal","The Animal","5","8"
"614","Cathal Pendred",1987-09-02,"31","Dublin, Leinster","Ireland",15,"38","SBG Ireland","Welterweight","The Punisher","The Punisher","6","1"
"615","Francisco Rivera",1981-10-08,"36","Buena Park, California","United States",10,"14","All In MMA / CSW","Bantamweight","Cisco","Cisco","5","8"
"616","Shawn Jordan",1984-10-21,"33","Baton Rouge, Louisiana","United States",14,"104","American Top Team","Heavyweight","The Savage","The Savage","6","0"
"617","Joe Proctor",1985-08-10,"33","Pembroke, Massachusetts","United States",12,"38","Team Aggression","Welterweight","character(0)","character(0)","5","10"
"618","Rony Mariano Bezerra",1984-03-21,"34","Mossoro, Rio Grande do Norte","Brazil",9,"20","Evolucao Thai","Featherweight","Jason","Jason","5","7"
"619","Nicolas Dalby",1984-11-16,"33","Copenhagen","Denmark",13,"38","Rumble Sports","Welterweight","Lokomotivo","Lokomotivo","5","11"
"620","Carlos Condit",1984-04-26,"34","Albuquerque, New Mexico","United States",15,"38","Jackson-Wink MMA","Welterweight","The Natural Born Killer","The Natural Born Killer","6","1"
"621","Mark Munoz",1978-02-09,"40","Mission Viejo, California","United States",14,"50","Reign MMA","Middleweight","The Filipino Wrecking Machine","The Filipino Wrecking Machine","6","0"
"622","Phillipe Nover",1984-02-03,"34","Brooklyn, New York","United States",11,"20","Team Renzo Gracie","Featherweight","Super","Super","5","9"
"623","Levan Makashvili",1989-01-07,"29","Oceanside, New York","United States",10,"20","Mutant MMA","Featherweight","The Hornet","The Hornet","5","8"
"624","Guangyou Ning",1981-12-15,"36","Cangzhou, Hebei","China",7,"20","Tiger Muay Thai","Featherweight","Smasher","Smasher","5","5"
"625","Jon delos Reyes",1987-08-19,"31","Tamuning, Guam","United States",7,"9","Countershot MMA","Flyweight","The Heat","The Heat","5","5"
"626","Alex Chambers",1978-10-28,"39","St. Ives, New South Wales","Australia",5,"4","American Top Team","Strawweight","Astro Girl","Astro Girl","5","3"
"627","Brendan O'Reilly",1987-06-24,"31","Brisbane, Queensland","Australia",10,"38","Gamebred Submission Fighting","Welterweight","The Badger","The Badger","5","8"
"628","Quinton Jackson",1978-06-20,"40","Memphis, Tennessee","United States",15,"58","Wolfslair Academy","Light Heavyweight","Rampage","Rampage","6","1"
"629","Chris Dempsey",1987-09-08,"31","Johnstown, Pennsylvania","United States",12,"50","Cold Steel MMA","Middleweight","character(0)","character(0)","5","10"
"630","Pawel Pawlak",1989-02-08,"29","Lodz","Poland",14,"38","Fight Club Lodz","Welterweight","Plastinho","Plastinho","6","0"
"631","Yaotzin Meza",1981-02-04,"37","Glendale, Arizona","United States",11,"20","MMA Lab","Featherweight","character(0)","character(0)","5","9"
"632","Mirko Filipovic",1974-09-10,"44","Zagreb","Croatia",16,"74","Cro Cop Top Team","Heavyweight","Cro Cop","Cro Cop","6","2"
"633","Ron Stallings",1983-02-25,"35","Temple Hills, Maryland","United States",14,"50","Team Lloyd Irvin","Middleweight","The Choir Boy","The Choir Boy","6","0"
"634","Edimilson Souza",1984-10-17,"33","Salvador, Bahia","Brazil",14,"20","DS Team","Featherweight","Kevin","Kevin","6","0"
"635","Leonardo Mafra Texeira",1989-04-25,"29","Balneario Camboriu, Santa Catarina","Brazil",12,"38","Kings MMA","Welterweight","Macarrao","Macarrao","5","10"
"636","Christos Giagos",1990-01-23,"28","Hawthorne, California","United States",12,"29","Black House","Lightweight","The Spartan","The Spartan","5","10"
"637","Roman Salazar",1988-02-21,"30","Scottsdale, Arizona","United States",9,"14","Fight Ready","Bantamweight","El Gallito","El Gallito","5","7"
"638","Valmir Lazaro",1985-08-15,"33","Salvador, Bahia","Brazil",14,"28","Nova Uniao","Lightweight","Bidu","Bidu","6","0"
"639","Masio Fullen",1987-10-06,"30","Gudalajara, Jalisco","Mexico",12,"20","Alliance MMA","Featherweight","Lobo","Lobo","5","10"
"640","Matt Dwyer",1989-12-17,"28","Kelowna, British Columbia","Canada",18,"38","Toshido Mixed Martial Arts","Welterweight","character(0)","character(0)","6","4"
"641","Ivan Jorge",1980-11-07,"37","Florianopolis, Santa Catarina","Brazil",12,"29","Team Tavares","Lightweight","Batman","Batman","5","10"
"642","Zach Makovsky",1983-04-19,"35","Bethlehem, Pennsylvania","United States",6,"9","Tristar Gym","Flyweight","Fun Size","Fun Size","5","4"
"643","Ildemar Alcantara",1982-11-17,"35","Soure, Para","Brazil",16,"50","Marajo Brothers Team","Middleweight","Marajo","Marajo","6","2"
"644","Kenny Robertson",1984-02-14,"34","East Peoria, Illinois","United States",12,"38","Central Illinois Combat Club","Welterweight","character(0)","character(0)","5","10"
