id,name,nickname,url,height,height_inches,weight,reach,stance,is_orthodox,dob,record,record_wins,record_losses,record_draws
479,Mara Romero Borella,"""Kunoichici""",http://www.fightmetric.com/fighter-details/82cbb809d5ee565c,"5' 6""",66,125,69,Orthodox,1,"Jun 03, 1986",12-5-0 (1 NC),12,5,0
480,Juliana Lima,"""Ju Thai""",http://www.fightmetric.com/fighter-details/75a6a390fd5dca46,"5' 5""",65,115,65,Orthodox,1,"Mar 15, 1982",9-5-0,9,5,0
481,Justine Kish,,http://www.fightmetric.com/fighter-details/928ae2e5b5f7a9ec,"5' 5""",65,125,64,Orthodox,1,"Apr 13, 1988",6-2-0,6,2,0
482,Joaquim Silva,"""Netto BJJ""",http://www.fightmetric.com/fighter-details/ae7fe94f117f98cf,"5' 8""",68,155,69,,0,"Feb 05, 1989",10-2-0,10,2,0
483,Volkan Oezdemir,"""No Time""",http://www.fightmetric.com/fighter-details/0845c81e37d3bcb3,"6' 2""",74,205,75,Orthodox,1,"Sep 19, 1989",15-2-0,15,2,0
484,Shane Burgos,"""Hurricane""",http://www.fightmetric.com/fighter-details/98d961097baaf308,"5' 11""",71,145,75,Orthodox,1,"Mar 19, 1991",10-1-0,10,1,0
485,Francimar Barroso,"""Bodao""",http://www.fightmetric.com/fighter-details/b69f24c500d783e7,"6' 1""",73,205,75,Orthodox,1,"Feb 28, 1980",19-7-0 (1 NC),19,7,0
486,Thomas Almeida,"""Thominhas""",http://www.fightmetric.com/fighter-details/2b074403b7c6cdb4,"5' 7""",67,135,70,Southpaw,0,"Jul 31, 1991",22-3-0,22,3,0
487,Sabah Homasi,"""The Problem""",http://www.fightmetric.com/fighter-details/71f048adbfed5b49,"6' 0""",72,170,72,Orthodox,1,"Oct 19, 1988",11-8-0,11,8,0
488,Dooho Choi,"""The Korean Superboy""",http://www.fightmetric.com/fighter-details/e93b04e308913c2e,"5' 10""",70,145,70,Orthodox,1,"Apr 10, 1991",14-3-0,14,3,0
489,Paige VanZant,"""12 Gauge""",http://www.fightmetric.com/fighter-details/4d5197f331c47290,"5' 4""",64,115,65,Orthodox,1,"Mar 26, 1994",7-4-0,7,4,0
490,Matt Frevola,"""The Steamrolla""",http://www.fightmetric.com/fighter-details/dccb63727f2f5f74,"5' 9""",69,155,71,Orthodox,1,"Jun 11, 1990",6-1-0,6,1,0
491,Polo Reyes,"""El Toro""",http://www.fightmetric.com/fighter-details/edd02825c29028fe,"5' 11""",71,155,71,,0,"Nov 07, 1984",8-5-0,8,5,0
492,Talita Bernardo,,http://www.fightmetric.com/fighter-details/5b2325cd70dbe2ea,"5' 4""",64,135,68,Orthodox,1,"Mar 04, 1987",5-3-0,5,3,0
493,Cynthia Calvillo,,http://www.fightmetric.com/fighter-details/98215d037be5bcb7,"5' 4""",64,115,64,Orthodox,1,"Jul 13, 1987",6-1-0,6,1,0
494,Michal Oleksiejczuk,"""Lord""",http://www.fightmetric.com/fighter-details/0d65c432720accb9,"6' 0""",72,205,74,Southpaw,0,"Feb 22, 1995",13-2-0,13,2,0
495,Omari Akhmedov,"""Wolverine""",http://www.fightmetric.com/fighter-details/16690d100f995f8f,"6' 0""",72,185,73,Orthodox,1,"Oct 12, 1987",17-4-1,17,4,1
496,Louis Smolka,"""Da Last Samurai""",http://www.fightmetric.com/fighter-details/d2bc285ead803db0,"5' 9""",69,125,68,Orthodox,1,"Jul 16, 1991",11-5-0,11,5,0
497,Tim Elliott,,http://www.fightmetric.com/fighter-details/c96d9178c9ed9e62,"5' 7""",67,135,66,Southpaw,0,"Dec 24, 1986",16-8-1,16,8,1
498,Robbie Lawler,"""Ruthless""",http://www.fightmetric.com/fighter-details/f2925e6db404bf1d,"5' 11""",71,170,74,Southpaw,0,"Mar 20, 1982",28-12-0 (1 NC),28,12,0
499,Santiago Ponzinibbio,"""Gente Boa""",http://www.fightmetric.com/fighter-details/6d1bffff14897645,"6' 0""",72,170,73,Orthodox,1,"Sep 26, 1986",27-3-0,27,3,0
500,Misha Cirkunov,,http://www.fightmetric.com/fighter-details/67f272324a030d00,"6' 3""",75,205,77,Orthodox,1,"Feb 27, 1987",13-4-0,13,4,0
501,Galore Bofando,,http://www.fightmetric.com/fighter-details/8a56ea383fd26e52,"5' 11""",71,170,72,Switch,0,"May 22, 1982",5-3-0,5,3,0
502,Abel Trujillo,"""Killa""",http://www.fightmetric.com/fighter-details/e14b5aa06eea9653,"5' 8""",68,155,70,Orthodox,1,"Sep 18, 1983",15-8-0 (1 NC),15,8,0
503,Oluwale Bamgbose,"""Holy War Angel""",http://www.fightmetric.com/fighter-details/04b39f4e8eb59d7c,"5' 11""",71,185,78,Switch,0,"Aug 04, 1987",6-4-0,6,4,0
504,Erick Silva,"""The Tiger""",http://www.fightmetric.com/fighter-details/5866fc86183a9fb8,"6' 0""",72,170,74,Orthodox,1,"Jun 21, 1984",19-9-0 (1 NC),19,9,0
505,Scott Holtzman,"""Hot Sauce""",http://www.fightmetric.com/fighter-details/df1eb4354d18a906,"5' 9""",69,155,69,Orthodox,1,"Sep 30, 1983",11-2-0,11,2,0
506,Darrell Horcher,"""The Saint""",http://www.fightmetric.com/fighter-details/18e8b7070228e728,"5' 10""",70,155,70,Southpaw,0,"Jul 28, 1987",13-3-0,13,3,0
507,Benito Lopez,"""Golden Boy""",http://www.fightmetric.com/fighter-details/773f7feacf96153e,"5' 10""",70,135,73,Switch,0,"Apr 06, 1994",9-0-0,9,0,0
508,Carls John De Tomas,"""CJ""",http://www.fightmetric.com/fighter-details/2a4200ead401a9ce,"5' 5""",65,125,71,Southpaw,0,"Aug 28, 1996",8-2-0,8,2,0
509,Antonio Braga Neto,,http://www.fightmetric.com/fighter-details/fae67903c4fe636b,"6' 3""",75,185,77,Orthodox,1,"Oct 29, 1987",9-3-0 (1 NC),9,3,0
510,Trevin Giles,,http://www.fightmetric.com/fighter-details/b27a1fcb56a3035a,"6' 0""",72,185,74,Orthodox,1,"Aug 06, 1992",11-0-0,11,0,0
511,Max Holloway,"""Blessed""",http://www.fightmetric.com/fighter-details/150ff4cc642270b9,"5' 11""",71,145,69,Orthodox,1,"Dec 04, 1991",19-3-0,19,3,0
512,Angela Magana,"""Your Majesty""",http://www.fightmetric.com/fighter-details/bd878a638e0e3be3,"5' 1""",61,115,65,,0,"Aug 02, 1983",11-9-0,11,9,0
513,Allen Crowder,"""Pretty Boy""",http://www.fightmetric.com/fighter-details/a9d6e047ce48ab63,"6' 3""",75,245,76,Orthodox,1,"Nov 08, 1989",9-3-0 (1 NC),9,3,0
514,Nicco Montano,,http://www.fightmetric.com/fighter-details/1de9ad94de18eeaf,"5' 5""",65,125,65,Southpaw,0,"Dec 16, 1988",5-2-0,5,2,0
515,DeAnna Bennett,"""Vitamin D""",http://www.fightmetric.com/fighter-details/404ecb2700844072,"5' 4""",64,125,68,,0,"Nov 18, 1984",8-3-1,8,3,1
516,Christina Marks,,http://www.fightmetric.com/fighter-details/c7be22a47a58365a,"5' 7""",67,125,69,Orthodox,1,"Nov 08, 1985",8-9-0,8,9,0
517,Ryan Janes,,http://www.fightmetric.com/fighter-details/b59037262c8fe060,"6' 3""",75,185,76,Orthodox,1,"Aug 22, 1981",10-3-0,10,3,0
518,Karine Gevorgyan,"""The Princess""",http://www.fightmetric.com/fighter-details/2db0c114414d4f06,"5' 4""",64,125,63,,0,"Mar 09, 1989",3-3-0,3,3,0
519,Ariel Beck,"""Sunshine""",http://www.fightmetric.com/fighter-details/b96939f2b8d88e82,"5' 6""",66,125,66,,0,"Sep 16, 1990",4-5-0,4,5,0
520,Michael Bisping,"""The Count""",http://www.fightmetric.com/fighter-details/2b93ebd9f5417ad2,"6' 1""",73,185,75,Orthodox,1,"Feb 28, 1979",31-9-0,31,9,0
521,Wang Guan,"""The Dongbei Tiger""",http://www.fightmetric.com/fighter-details/dd12382f28296f7b,"5' 9""",69,145,71,Orthodox,1,"Mar 14, 1986",20-1-1,20,1,1
522,Bobby Nash,"""Nashty""",http://www.fightmetric.com/fighter-details/7dfb56f24fe5ddea,"6' 0""",72,170,74,Orthodox,1,"Mar 26, 1990",8-4-0,8,4,0
523,Kailin Curran,,http://www.fightmetric.com/fighter-details/05b43e0ead3df345,"5' 4""",64,115,65,Orthodox,1,"Apr 11, 1991",4-6-0,4,6,0
524,Bharat Kandare,"""Daring""",http://www.fightmetric.com/fighter-details/efd2b3e9bb7965a4,"5' 7""",67,135,72,Orthodox,1,"Jun 20, 1987",5-3-0,5,3,0
525,Wu Yanan,"""Mulan""",http://www.fightmetric.com/fighter-details/fdbefee0827e1567,"5' 8""",68,135,66,Orthodox,1,"Apr 18, 1996",9-2-0,9,2,0
526,Hu Yaozong,"""Bad Boy""",http://www.fightmetric.com/fighter-details/f1175ea3aafbf351,"6' 3""",75,242,72,Orthodox,1,"Apr 07, 1995",3-1-0,3,1,0
527,Bojan Velickovic,"""Serbian Steel""",http://www.fightmetric.com/fighter-details/fcce75a25c14a804,"6' 0""",72,170,76,Southpaw,0,"Dec 18, 1988",15-6-1,15,6,1
528,Ryan Benoit,"""Baby Face""",http://www.fightmetric.com/fighter-details/20999e27ddd94bda,"5' 5""",65,125,68,Orthodox,1,"Aug 25, 1989",10-5-0,10,5,0
529,Ashkan Mokhtarian,"""The Assassin""",http://www.fightmetric.com/fighter-details/e9bc5748e6a76bb6,"5' 6""",66,125,67,Southpaw,0,"Sep 15, 1985",13-3-0,13,3,0
530,Will Brooks,"""Ill""",http://www.fightmetric.com/fighter-details/b6e6c3b1dcaae0a1,"5' 10""",70,155,72,Orthodox,1,"Oct 08, 1986",18-4-0,18,4,0
531,Nadia Kassem,"""187""",http://www.fightmetric.com/fighter-details/6e7506127408aa9e,"5' 5""",65,115,66,Southpaw,0,"Nov 15, 1995",5-0-0,5,0,0
532,Anthony Hamilton,"""Freight Train""",http://www.fightmetric.com/fighter-details/c727c7d31c50c4cf,"6' 5""",77,260,76,Orthodox,1,"Apr 14, 1980",15-9-0,15,9,0
533,Matt Brown,"""The Immortal""",http://www.fightmetric.com/fighter-details/31123249b0bbf52e,"6' 0""",72,170,75,Orthodox,1,"Jan 10, 1981",23-16-0,23,16,0
534,Nate Marquardt,"""The Great""",http://www.fightmetric.com/fighter-details/a8e6a69796280f17,"6' 0""",72,185,74,Orthodox,1,"Apr 20, 1979",38-19-2,38,19,2
535,Michel Quinones,"""El Capo""",http://www.fightmetric.com/fighter-details/5e84a859c6a82288,"5' 10""",70,155,73,Orthodox,1,"Dec 22, 1984",8-3-0,8,3,0
536,Court McGee,"""The Crusher""",http://www.fightmetric.com/fighter-details/523fa774700d7d3f,"5' 11""",71,170,75,Orthodox,1,"Dec 12, 1984",19-7-0,19,7,0
537,Jake Collier,"""The Prototype""",http://www.fightmetric.com/fighter-details/92fa1401b7927da3,"6' 3""",75,205,78,Orthodox,1,"Oct 25, 1988",11-4-0,11,4,0
538,Marcel Fortuna,"""Maozinha""",http://www.fightmetric.com/fighter-details/d761b3766e38c5db,"6' 1""",73,205,74,Orthodox,1,"Oct 22, 1985",9-3-0,9,3,0
539,Georges St-Pierre,"""Rush""",http://www.fightmetric.com/fighter-details/6506c1d34da9c013,"5' 11""",71,185,76,Orthodox,1,"May 19, 1981",26-2-0,26,2,0
540,Jorge Masvidal,"""Gamebred""",http://www.fightmetric.com/fighter-details/47b9e0e7703a4868,"5' 11""",71,170,74,Orthodox,1,"Nov 12, 1984",32-13-0,32,13,0
541,Johny Hendricks,"""Bigg Rigg""",http://www.fightmetric.com/fighter-details/0941df56f6ac954b,"5' 9""",69,185,69,Southpaw,0,"Sep 12, 1983",18-8-0,18,8,0
542,Joe Duffy,"""Irish""",http://www.fightmetric.com/fighter-details/654ae722109a0d31,"5' 10""",70,155,73,Orthodox,1,"Feb 18, 1988",16-3-0,16,3,0
543,Aiemann Zahabi,,http://www.fightmetric.com/fighter-details/24656ef4d605c96f,"5' 8""",68,135,68,Orthodox,1,"Nov 19, 1987",7-1-0,7,1,0
544,Jack Marshman,"""The Hammer""",http://www.fightmetric.com/fighter-details/045f25b3a4c08e81,"6' 0""",72,170,73,Orthodox,1,"Dec 19, 1989",22-7-0,22,7,0
545,Hacran Dias,"""Barnabe""",http://www.fightmetric.com/fighter-details/ed209f6618c82e41,"5' 8""",68,155,69,Orthodox,1,"Jun 16, 1984",23-6-1,23,6,1
546,Christian Colombo,"""Godzilla""",http://www.fightmetric.com/fighter-details/9123c54d0a2b72dd,"6' 5""",77,265,80,Orthodox,1,"Jul 01, 1980",8-3-1,8,3,1
547,Jonathan Wilson,"""Johnny Bravo""",http://www.fightmetric.com/fighter-details/cd01f0b768a32475,"6' 2""",74,205,75,Southpaw,0,"Jul 17, 1987",7-3-0,7,3,0
548,Marcin Held,,http://www.fightmetric.com/fighter-details/bf43fed8f29e1671,"5' 9""",69,155,71,Orthodox,1,"Jan 18, 1992",23-7-0,23,7,0
549,Artem Lobov,"""The Russian Hammer""",http://www.fightmetric.com/fighter-details/02f2a9702ba3d167,"5' 9""",69,145,65,Southpaw,0,"Aug 11, 1986",14-14-1 (1 NC),14,14,1
550,Salim Touahri,"""Grizzly""",http://www.fightmetric.com/fighter-details/cbf1c7ba5408a66f,"5' 10""",70,170,72,Orthodox,1,"Sep 28, 1989",10-2-0,10,2,0
551,Aspen Ladd,,http://www.fightmetric.com/fighter-details/d4691518d012b9e7,"5' 6""",66,135,66,Orthodox,1,"Mar 01, 1995",6-0-0,6,0,0
552,Tony Ferguson,"""El Cucuy""",http://www.fightmetric.com/fighter-details/22a92d7f62195791,"5' 11""",71,155,76,Orthodox,1,"Feb 12, 1984",24-3-0,24,3,0
553,Ray Borg,"""The Tazmexican Devil""",http://www.fightmetric.com/fighter-details/a4de54ea806fb525,"5' 4""",64,125,63,Orthodox,1,"Aug 04, 1993",11-3-0,11,3,0
554,Pearl Gonzalez,,http://www.fightmetric.com/fighter-details/1ebdcb7488d0ebee,"5' 4""",64,115,68,Orthodox,1,"Aug 12, 1986",6-3-0,6,3,0
555,Marco Beltran,"""Psycho""",http://www.fightmetric.com/fighter-details/ec71a892fada28c7,"5' 8""",68,125,69,Orthodox,1,"May 18, 1986",8-7-0,8,7,0
556,Magomed Bibulatov,"""Chaborz""",http://www.fightmetric.com/fighter-details/87f19d19f4cb73f8,"5' 5""",65,125,65,Orthodox,1,"Aug 22, 1988",14-1-0,14,1,0
557,Takanori Gomi,"""The Fireball Kid""",http://www.fightmetric.com/fighter-details/3be081c29bf734d9,"5' 7""",67,155,70,Southpaw,0,"Sep 22, 1978",35-14-0 (1 NC),35,14,0
558,Henrique da Silva,"""Frankenstein""",http://www.fightmetric.com/fighter-details/b0bd0c5425668b8f,"6' 3""",75,205,76,Orthodox,1,"Sep 01, 1989",14-5-0,14,5,0
559,Chanmi Jeon,"""Ottogi Girl""",http://www.fightmetric.com/fighter-details/24174a3f44ce8e03,"5' 5""",65,115,67,Orthodox,1,"Aug 28, 1997",5-2-0,5,2,0
560,Hyun Gyu Lim,"""The Ace""",http://www.fightmetric.com/fighter-details/203c957eac95dd87,"6' 3""",75,170,77,Orthodox,1,"Jan 16, 1985",13-7-1,13,7,1
561,Alex Reyes,"""The Executioner""",http://www.fightmetric.com/fighter-details/dc07493a87dc0a6e,"5' 11""",71,170,73,Orthodox,1,"Oct 02, 1986",13-3-0,13,3,0
562,Jason Gonzalez,"""Nicoya""",http://www.fightmetric.com/fighter-details/e45cfa47f504033a,"6' 2""",74,155,74,Southpaw,0,"Feb 28, 1990",11-4-0,11,4,0
563,Zu Anyanwu,"""8th Wonder""",http://www.fightmetric.com/fighter-details/78d48d3874dacafd,"6' 1""",73,251,77,Orthodox,1,"Aug 05, 1981",14-5-0,14,5,0
564,Jason Saggo,,http://www.fightmetric.com/fighter-details/4ac1ecf8ce59ef23,"5' 11""",71,155,71,Orthodox,1,"Nov 23, 1985",12-4-0,12,4,0
565,Gilbert Melendez,"""El Nino""",http://www.fightmetric.com/fighter-details/aa5b4eff51bdc7d1,"5' 9""",69,145,73,Orthodox,1,"Apr 12, 1982",22-7-0,22,7,0
566,Gavin Tucker,"""Guv'Nor""",http://www.fightmetric.com/fighter-details/da816417a579a0bd,"5' 6""",66,145,66,Southpaw,0,"Jun 17, 1986",10-1-0,10,1,0
567,Mitch Clarke,"""Danger Zone""",http://www.fightmetric.com/fighter-details/c76ec2bc3a57666a,"5' 10""",70,155,73,Orthodox,1,"Nov 24, 1985",11-5-0,11,5,0
568,Adriano Martins,,http://www.fightmetric.com/fighter-details/7dcf06c1967801c1,"5' 10""",70,155,72,Southpaw,0,"Dec 16, 1982",28-9-0,28,9,0
569,Bojan Mihajlovic,,http://www.fightmetric.com/fighter-details/d6285cba1d1052e0,"5' 11""",71,205,73,Orthodox,1,"Mar 30, 1980",10-6-0,10,6,0
570,Abdul-Kerim Edilov,,http://www.fightmetric.com/fighter-details/37e03538c960bac6,"6' 2""",74,205,78,Orthodox,1,"Nov 25, 1991",17-4-0,17,4,0
571,Andrew Holbrook,,http://www.fightmetric.com/fighter-details/66ab58d0b3783607,"5' 11""",71,155,70,Southpaw,0,"Feb 06, 1986",12-3-0,12,3,0
572,Hector Sandoval,"""Kid Alex""",http://www.fightmetric.com/fighter-details/449c890bd90f3374,"5' 2""",62,125,64,Orthodox,1,"Jul 19, 1986",14-4-0,14,4,0
573,Jon Jones,"""Bones""",http://www.fightmetric.com/fighter-details/07f72a2a7591b409,"6' 4""",76,205,84,Orthodox,1,"Jul 19, 1987",22-1-0 (1 NC),22,1,0
574,Tonya Evinger,"""Triple Threat""",http://www.fightmetric.com/fighter-details/b12a1d19ee383b7c,"5' 7""",67,135,70,Orthodox,1,"Jun 04, 1981",19-6-0 (1 NC),19,6,0
575,Alexandra Albu,"""Stitch""",http://www.fightmetric.com/fighter-details/e76d9f656ceb82ab,"5' 2""",62,115,63,Orthodox,1,"Jul 14, 1990",7-0-0,7,0,0
576,Chris Weidman,"""The All-American""",http://www.fightmetric.com/fighter-details/3a8176e15b9887c1,"6' 2""",74,185,78,Orthodox,1,"Jun 17, 1984",14-3-0,14,3,0
577,Lyman Good,"""Cyborg""",http://www.fightmetric.com/fighter-details/4e0692ad070976e4,"6' 0""",72,170,74,Orthodox,1,"May 26, 1985",19-4-0 (1 NC),19,4,0
578,Rafael Natal,"""Sapo""",http://www.fightmetric.com/fighter-details/0dba4df5f34d5ff0,"6' 0""",72,185,76,Orthodox,1,"Dec 25, 1982",21-9-1,21,9,1
579,Damian Grabowski,"""The Polish Pitbull""",http://www.fightmetric.com/fighter-details/3f11b5d4bd76a6d9,"6' 1""",73,241,75,Orthodox,1,"May 12, 1980",20-5-0,20,5,0
580,Frankie Perez,,http://www.fightmetric.com/fighter-details/96c336b463e0662c,"5' 11""",71,155,73,Orthodox,1,"May 11, 1989",10-4-0,10,4,0
581,Chris Wade,,http://www.fightmetric.com/fighter-details/c8097968da5e5f13,"5' 10""",70,155,70,Orthodox,1,"Sep 30, 1987",12-3-0,12,3,0
582,Gunnar Nelson,"""Gunni""",http://www.fightmetric.com/fighter-details/fd55393021a8c255,"5' 11""",71,170,72,Switch,0,"Jul 28, 1988",16-3-1,16,3,1
583,James Mulheron,"""The Juggernaut""",http://www.fightmetric.com/fighter-details/8d5350fa18b79e9a,"5' 10""",70,243,73,Orthodox,1,"Feb 20, 1988",11-2-0,11,2,0
584,Neil Seery,"""2Tap""",http://www.fightmetric.com/fighter-details/49a74b9fb2e45fdf,"5' 4""",64,125,64,Orthodox,1,"Aug 30, 1979",16-13-0,16,13,0
585,Charlie Ward,"""Relentless""",http://www.fightmetric.com/fighter-details/e81dd0bb8a64b550,"5' 11""",71,170,73,Orthodox,1,"Dec 17, 1980",3-3-0,3,3,0
586,Leslie Smith,"""The Peacemaker""",http://www.fightmetric.com/fighter-details/76984112f697631f,"5' 9""",69,135,66,Orthodox,1,"Aug 17, 1982",10-7-1,10,7,1
587,Amanda Lemos,"""Amandinha""",http://www.fightmetric.com/fighter-details/3df5493bb279226f,"5' 4""",64,135,65,Southpaw,0,"May 22, 1987",6-1-1,6,1,1
588,Daniel Omielanczuk,,http://www.fightmetric.com/fighter-details/470fedbc8563ac47,"6' 0""",72,247,74,Southpaw,0,"Aug 31, 1982",19-8-1 (1 NC),19,8,1
589,Travis Browne,"""Hapa""",http://www.fightmetric.com/fighter-details/3236bf606fe9fa5b,"6' 6""",78,255,79,Orthodox,1,"Jul 17, 1982",18-7-1,18,7,1
590,Jesse Taylor,"""JT Money""",http://www.fightmetric.com/fighter-details/dd992d569aaebee6,"6' 0""",72,170,73,Orthodox,1,"Jan 02, 1983",33-15-0,33,15,0
591,Nick Roehrick,,http://www.fightmetric.com/fighter-details/7195e2a932686f82,"6' 2""",74,205,75,Orthodox,1,"Jul 06, 1987",7-1-0,7,1,0
592,Tom Gallicchio,"""Da Tank""",http://www.fightmetric.com/fighter-details/cc81c92fe2254935,"5' 10""",70,170,73,Southpaw,0,"Sep 23, 1986",19-11-0,19,11,0
593,Ed Herman,"""Short Fuse""",http://www.fightmetric.com/fighter-details/06f36cf4bd97ec77,"6' 1""",73,205,77,Orthodox,1,"Oct 02, 1980",24-13-0 (1 NC),24,13,0
594,Gray Maynard,,http://www.fightmetric.com/fighter-details/7d96bc577e5178b2,"5' 9""",69,155,70,Orthodox,1,"May 09, 1979",14-7-1 (1 NC),14,7,1
595,Joachim Christensen,,http://www.fightmetric.com/fighter-details/2d447cc91bdaa545,"6' 3""",75,205,76,Orthodox,1,"Nov 07, 1978",14-6-0,14,6,0
596,BJ Penn,"""The Prodigy""",http://www.fightmetric.com/fighter-details/73c7cfa551289285,"5' 9""",69,145,70,Orthodox,1,"Dec 13, 1978",16-12-2,16,12,2
597,Dennis Siver,,http://www.fightmetric.com/fighter-details/5f87a5c00b3d17ed,"5' 6""",66,145,70,Orthodox,1,"Jan 13, 1979",23-11-0 (1 NC),23,11,0
598,Johnny Case,"""Hollywood""",http://www.fightmetric.com/fighter-details/1f4b04a926ef1287,"5' 10""",70,155,72,Orthodox,1,"Jun 28, 1989",22-6-0,22,6,0
599,Josh Stansbury,"""The Sandman""",http://www.fightmetric.com/fighter-details/30ea504870f8597b,"6' 2""",74,205,74,,0,"Nov 19, 1984",8-5-0,8,5,0
600,Bethe Correia,"""Pitbull""",http://www.fightmetric.com/fighter-details/673ea7dcc786b1b3,"5' 5""",65,135,64,Orthodox,1,"Jun 22, 1983",10-3-1,10,3,1
601,Dong Hyun Kim,"""Stun Gun""",http://www.fightmetric.com/fighter-details/9bcf8603ceb25680,"6' 2""",74,170,76,Southpaw,0,"Nov 17, 1981",22-4-1 (1 NC),22,4,1
602,Tarec Saffiedine,"""Sponge""",http://www.fightmetric.com/fighter-details/0749d968e932df53,"5' 10""",70,170,70,Switch,0,"Sep 06, 1986",16-7-0,16,7,0
603,Kwan Ho Kwak,,http://www.fightmetric.com/fighter-details/c13042265355a290,"5' 5""",65,135,70,Switch,0,"Jun 18, 1989",9-2-0,9,2,0
604,Dominique Steele,"""Non-Stop Action-Packed""",http://www.fightmetric.com/fighter-details/68c11c27d4d56572,"5' 10""",70,170,74,Orthodox,1,"Jan 27, 1988",14-9-0,14,9,0
605,Kiichi Kunimoto,"""Strasser""",http://www.fightmetric.com/fighter-details/71df36d6d8cf0d74,"5' 10""",70,170,71,Orthodox,1,"May 01, 1981",18-7-2 (1 NC),18,7,2
606,Jimmy Wallhead,"""Judo""",http://www.fightmetric.com/fighter-details/0c670b443c3d269f,"5' 10""",70,170,73,Orthodox,1,"Mar 14, 1984",29-11-0,29,11,0
607,Alexander Gustafsson,"""The Mauler""",http://www.fightmetric.com/fighter-details/3c6976f8182d9527,"6' 5""",77,205,79,Orthodox,1,"Jan 15, 1987",18-4-0,18,4,0
608,Alex Nicholson,"""The Spartan""",http://www.fightmetric.com/fighter-details/2b6d855c6e280fb1,"6' 4""",76,185,81,Orthodox,1,"May 02, 1990",7-4-0,7,4,0
609,Chris Camozzi,,http://www.fightmetric.com/fighter-details/6c2030e0a143a94b,"6' 2""",74,185,76,Orthodox,1,"Nov 20, 1986",24-13-0,24,13,0
610,Reza Madadi,"""Mad Dog""",http://www.fightmetric.com/fighter-details/e25bcbcdaf6537a1,"5' 11""",71,155,72,Orthodox,1,"Jun 20, 1978",14-6-0,14,6,0
611,Nico Musoke,"""Nico""",http://www.fightmetric.com/fighter-details/8b5f9ea38184ded3,"6' 0""",72,170,75,Orthodox,1,"Apr 05, 1986",13-5-0 (1 NC),13,5,0
612,Jessin Ayari,"""Abacus""",http://www.fightmetric.com/fighter-details/6eaec40f724852f4,"6' 0""",72,170,73,Orthodox,1,"May 31, 1992",16-4-0,16,4,0
613,Yair Rodriguez,"""El Pantera""",http://www.fightmetric.com/fighter-details/cbf5e6f231b55443,"5' 11""",71,145,71,,0,"Oct 06, 1992",11-2-0,11,2,0
614,Chas Skelly,"""The Scrapper""",http://www.fightmetric.com/fighter-details/4bd6b4800070b069,"5' 11""",71,145,72,Orthodox,1,"May 11, 1985",17-3-0,17,3,0
615,Marcos Rogerio de Lima,"""Pezao""",http://www.fightmetric.com/fighter-details/ab943cd2c3c17825,"6' 1""",73,205,75,Orthodox,1,"Jun 25, 1985",15-6-1,15,6,1
616,Michael McBride,,http://www.fightmetric.com/fighter-details/443f60bec7c3c3d5,"6' 1""",73,155,75,Orthodox,1,"Mar 09, 1986",8-3-0,8,3,0
617,Jessica Penne,,http://www.fightmetric.com/fighter-details/c742287ed86a09bc,"5' 5""",65,115,67,,0,"Jan 30, 1983",12-6-0,12,6,0
618,Cindy Dandois,"""Battle Cat""",http://www.fightmetric.com/fighter-details/9eef6584fab21fbb,"5' 7""",67,135,68,Orthodox,1,"Oct 26, 1984",8-3-0,8,3,0
619,Joe Proctor,,http://www.fightmetric.com/fighter-details/a36556bb1565e32d,"5' 10""",70,155,72,Orthodox,1,"Aug 10, 1985",11-5-0,11,5,0
620,Roy Nelson,"""Big Country""",http://www.fightmetric.com/fighter-details/3f7c14c7eca7195d,"6' 0""",72,263,72,Orthodox,1,"Jun 20, 1976",23-14-0,23,14,0
621,Rashid Magomedov,"""Goretz""",http://www.fightmetric.com/fighter-details/7ea1f74cef32f906,"5' 9""",69,155,70,Orthodox,1,"Nov 29, 1984",20-2-0,20,2,0
622,Augusto Mendes,"""Tanquinho""",http://www.fightmetric.com/fighter-details/3d5b1ce6097dbb49,"5' 6""",66,135,65,Orthodox,1,"Mar 03, 1983",6-2-0,6,2,0
623,Nathan Coy,"""Soulforce""",http://www.fightmetric.com/fighter-details/15ec018d144710db,"5' 10""",70,170,69,Southpaw,0,"Jul 24, 1978",15-7-0,15,7,0
624,Anthony Johnson,"""Rumble""",http://www.fightmetric.com/fighter-details/365fee2da473b177,"6' 2""",74,205,78,Orthodox,1,"Mar 06, 1984",22-6-0,22,6,0
625,Gegard Mousasi,,http://www.fightmetric.com/fighter-details/232c582f29f8f65e,"6' 2""",74,185,76,Orthodox,1,"Aug 01, 1985",42-6-2,42,6,2
